"","X","alpha_0","beta","gamma","w","a","N_Lin.N","Mean_Lin.Z_mean","Var_Lin.Z_var","N_SD025.N","Mean_SD025.Z_mean","Var_SD025.Z_var","N_SD100.N","Mean_SD100.Z_mean","Var_SD100.Z_var","alpha_0","beta","gamma","w","a","N_SD050.N","Mean_SD050.Z_mean","Var_SD050.Z_var","N_SD075.N","Mean_SD075.Z_mean","Var_SD075.Z_var","N_SD125.N","Mean_SD125.Z_mean","Var_SD125.Z_var"
"3193",3193,1.688425,133.60462,0.221122,0.270929,8.4e-05,13682,0.579731,7.6e-05,12626.28,0.57037,8.6e-05,67.21644,0.491844,0.00015,1.688425,133.60462,0.221122,0.270929,8.4e-05,10742.3304040299,0.558182611260714,0.000107491139749019,5814.6273929473,0.533026424104865,0.000159686148085491,1.64187764365403e-38,0.0673236153253293,0.00019591542256596
"3194",3194,2.137575,61.67209,0.21034,0.128472,2.9e-05,60680.4,0.591502,0.000161,60401.88,0.588281,0.000164,59139.24,0.578922,0.00019,2.137575,61.67209,0.21034,0.128472,2.9e-05,60712.4477732261,0.585202084336025,0.000169269033162394,60283.879382419,0.582075418469807,0.000177134830113969,59360.8418088874,0.576377008245636,0.000217190656171413
"3195",3195,1.237057,84.32073,0.268068,0.097435,2.3e-05,38090.13,0.583317,0.000152,37094.12,0.577602,0.000159,29159.7,0.551982,0.000265,1.237057,84.32073,0.268068,0.097435,2.3e-05,36017.1902253261,0.571417051009462,0.00017443320828313,33884.851753537,0.563928613560423,0.000202084277044534,6980.30164837464,0.526359148074924,0.000415550495784427
"3196",3196,1.035694,35.65791,0.184509,0.193527,4.1e-05,14953.54,0.537112,0.000225,14365.52,0.530958,0.000221,11452.78,0.504582,0.000267,1.035694,35.65791,0.184509,0.193527,4.1e-05,13707.3043859881,0.523879420732272,0.000224751123780365,12761.9088188184,0.515253042599077,0.000238402697064468,9363.59043854686,0.487815486022289,0.000334737542420872
"3197",3197,2.288868,77.13704,0.311077,0.016977,4.4e-05,44635.07,0.591959,0.000116,44390.24,0.588824,0.000118,43243.28,0.579462,0.000148,2.288868,77.13704,0.311077,0.016977,4.4e-05,44039.4022456142,0.585652620163633,0.00012271718372968,43655.5123971069,0.582557164095163,0.000131047421221257,42465.0354345612,0.574912255364372,0.00019200850178451
"3198",3198,1.974783,96.95957,0.207024,0.388938,2.5e-05,53947.31,0.592458,0.000137,53611.99,0.589448,0.000141,51981.63,0.579807,0.000208,1.974783,96.95957,0.207024,0.388938,2.5e-05,53989.248690807,0.586693140813122,0.000149026020337408,53521.3810128213,0.583885743945952,0.000164635141542052,44267.9908497396,0.561190364334994,0.000460308503040092
"3199",3199,1.982319,139.25317,0.324509,0.374316,1.6e-05,82902.85,0.597417,0.000138,82797.57,0.596245,0.000139,82844.93,0.591549,0.000213,1.982319,139.25317,0.324509,0.374316,1.6e-05,80228.3058230362,0.59502862519781,0.000139989002014759,80214.066705501,0.594227752248366,0.000148512009443988,1.85323834908215e-42,0.237427757154756,0.000186013103870415
"3200",3200,2.470563,83.97489,0.171567,0.203133,3.7e-05,54520.75,0.594068,0.000124,54348.49,0.591656,0.000126,53716.63,0.585456,0.000152,2.470563,83.97489,0.171567,0.203133,3.7e-05,54521.8529006783,0.589433157149203,0.000129892231429922,54304.4596994558,0.587407005110951,0.000136785876143326,53726.229521692,0.582171996353297,0.000200708642589936
"3201",3201,1.035396,117.86768,0.240373,0.048681,4.7e-05,14591.79,0.573337,0.00011,12786.04,0.562037,0.000118,0,0.504855,0.000468,1.035396,117.86768,0.240373,0.048681,4.7e-05,10301.3428471344,0.5496060105124,0.000138189965901362,5009.67820870119,0.530366515750601,0.00017946666859271,8.72172575637717e-42,0.0778353262886852,0.000291265705480769
"3202",3202,2.184171,140.25581,0.349375,0.244832,1.9e-05,80970.13,0.598009,0.000124,80910.48,0.597099,0.000125,81068.37,0.593737,0.00017,2.184171,140.25581,0.349375,0.244832,1.9e-05,82440.2517385139,0.596466083154132,0.000127477448936217,82440.3987434432,0.595933435022784,0.000131842557001033,1.42431867463697e-43,0.235643567486441,0.00013822572926014
"3203",3203,1.314898,61.68196,0.100674,0.094932,6.5e-05,16167.18,0.563764,0.000134,15419.16,0.555548,0.000138,11635.95,0.5242,0.000199,1.314898,61.68196,0.100674,0.094932,6.5e-05,14497.1670891584,0.547000775094607,0.000145674648811883,13332.8025866489,0.537173347214714,0.00016291097372198,8518.5125719997,0.502776185856085,0.00027883195709556
"3204",3204,2.060327,105.12057,0.356921,0.300655,2.6e-05,53967.71,0.593815,0.000125,53680.22,0.591196,0.000127,52117.02,0.582034,0.00019,2.060327,105.12057,0.356921,0.300655,2.6e-05,52306.8776404755,0.588319668595174,0.000132418038286615,51849.5005952727,0.585608640837956,0.000146273921623643,22.6839666890288,0.540762496762751,0.00061823437266031
"3205",3205,1.876595,72.86671,0.267158,0.34729,3.1e-05,40717.73,0.586002,0.000143,40125.44,0.581186,0.000148,36657.97,0.563888,0.000209,1.876595,72.86671,0.267158,0.34729,3.1e-05,38851.662975295,0.575801232253484,0.000157443053027503,37746.9914581545,0.570140180829859,0.000174805235061664,32702.6853968106,0.552237570703255,0.000290741168073097
"3206",3206,0.845106,53.39954,0.359921,0.27848,4.7e-05,3906.822,0.532371,0.000171,3505.859,0.528065,0.000153,0,0.156824,0.000375,0.845106,53.39954,0.359921,0.27848,4.7e-05,3158.65129175773,0.524170004115816,0.000132745881717672,2.73294138019096e-29,0.590349967492793,0.000307361665163809,1.06645923792341e-52,0.13607249793473,0.000278193688887238
"3207",3207,1.914292,70.99831,0.245848,0.207874,5.1e-05,27726.87,0.581664,0.000117,27141.53,0.575887,0.000123,23700.52,0.554341,0.000179,1.914292,70.99831,0.245848,0.207874,5.1e-05,26376.9483496876,0.569675943181787,0.000132064084226265,25307.9589429264,0.562799757475424,0.000148290508320093,20004.9911637285,0.538440943874103,0.000250697697831781
"3208",3208,0.851912,97.2342,0.167346,0.352931,6.9e-05,5731.794,0.555594,0.000177,4504.533,0.541226,0.000148,0,0.09749,0.000233,0.851912,97.2342,0.167346,0.352931,6.9e-05,2666.82234426018,0.520975163881691,0.000118879631900156,1.75808171554045e-24,0.142396917091401,0.000332974839962699,4.349984014411e-27,0.07628142723959,0.000215004544225032
"3209",3209,2.02278,41.56277,0.292034,0.337123,7e-05,18076.28,0.561651,0.000137,17528.36,0.554746,0.000139,14874.46,0.528996,0.000166,2.02278,41.56277,0.292034,0.337123,7e-05,16878.9412933497,0.547280657497644,0.000143512110088881,16031.9565058507,0.538975089637838,0.00015191931268475,13245.0400024153,0.515883229831583,0.000191948675332165
"3210",3210,1.665726,61.46652,0.397215,0.114292,1.4e-05,85541.73,0.592311,0.000215,85121.95,0.589235,0.000218,82904.76,0.579351,0.000247,1.665726,61.46652,0.397215,0.114292,1.4e-05,82677.1723602033,0.585693074805221,0.000220800934575626,81912.4120498215,0.582300680749593,0.000229736900760375,79937.4211222011,0.575342153492175,0.00027804974990789
"3211",3211,1.295968,33.23372,0.214195,0.336815,7.3e-05,9095.183,0.525611,0.000194,8760.567,0.520347,0.000188,6814.898,0.493074,0.000238,1.295968,33.23372,0.214195,0.336815,7.3e-05,8317.60586095576,0.513596368692054,0.000191869702291752,7697.25814607075,0.504792482365796,0.000205993479572033,4987.7744346761,0.470089860109566,0.000313995639864718
"3212",3212,1.707921,38.01256,0.282682,0.147965,3.7e-05,33279.2,0.57162,0.000183,32651.53,0.565422,0.000187,29731.77,0.54448,0.000217,1.707921,38.01256,0.282682,0.147965,3.7e-05,32146.6203620206,0.559036959534648,0.000194075634284794,31180.2349681703,0.552096717560572,0.000203504884672199,28541.3555082971,0.536453897895013,0.000240156401614074
"3213",3213,1.850555,98.94099,0.27551,0.299557,6.9e-05,17451.78,0.578811,8.9e-05,16624.91,0.571273,9.6e-05,7237.678,0.523237,0.000199,1.850555,98.94099,0.27551,0.299557,6.9e-05,15530.5348508252,0.562720320978188,0.000110332340511537,13338.2831644482,0.550314140806431,0.000138726773616035,8.2620490513498e-23,0.311702089787755,0.000804647644915113
"3214",3214,0.585062,57.19806,0.32387,0.095399,5.1e-05,0,0.095814,0.000214,0,0.095058,0.000193,0,0.069731,0.000151,0.585062,57.19806,0.32387,0.095399,5.1e-05,1.39281879728762e-53,0.0987677845030276,0.00017702390232088,4.56746400731921e-54,0.0902912695902013,0.000164628841287426,1.55926702691141e-54,0.0696558636431451,0.000144943799713098
"3215",3215,0.550485,145.62774,0.287232,0.033691,3.6e-05,0,0.597576,0.000448,0,0.124276,0.000238,0,0.051772,8.5e-05,0.550485,145.62774,0.287232,0.033691,3.6e-05,4.24502463355648e-51,0.103607014277066,0.000129904669173582,5.61834326939877e-52,0.0840799589205819,0.000111909196724929,4.80092337602899e-54,0.0387520344011795,7.91035283472342e-05
"3216",3216,1.674822,114.86634,0.27097,0.346734,7.3e-05,13849.37,0.57624,8.6e-05,12695.91,0.566626,9.4e-05,933.6883,0.597783,0.000108,1.674822,114.86634,0.27097,0.346734,7.3e-05,10917.056679349,0.555138418541896,0.000110592013828881,7252.57464862249,0.536004143681865,0.000148425165578667,1.71807350918252e-13,0.434701088581639,0.000131783945646747
"3217",3217,0.645206,90.07975,0.257664,0.100849,4.4e-05,2011.874,0.538043,0.00024,1020.412,0.521914,0.000144,0,0.074801,0.000179,0.645206,90.07975,0.257664,0.100849,4.4e-05,1.35835898896917e-41,0.131768323468201,0.000285789910559828,5.32344429846562e-43,0.107038382941167,0.000213165333175465,5.44791619088412e-45,0.0636277140146649,0.000172001760723661
"3218",3218,2.368228,68.19976,0.209638,0.123311,9.8e-05,19778.45,0.579897,9e-05,19350.54,0.573832,9.4e-05,16993.08,0.551896,0.000136,2.368228,68.19976,0.209638,0.123311,9.8e-05,18808.9268700001,0.567402143003809,0.000101214097838818,18071.5137138703,0.56040451190102,0.000113322927070833,14815.6479464474,0.537193350156151,0.000185702128170197
"3219",3219,1.602539,49.16955,0.355041,0.005512,7.9e-05,14102.43,0.559267,0.000121,13480.71,0.551819,0.000122,10332.05,0.522501,0.000157,1.602539,49.16955,0.355041,0.005512,7.9e-05,12802.7533559931,0.543876725455437,0.000127205083187903,11814.5356898478,0.534571071236581,0.000137210109217024,8241.73613811457,0.506043335532219,0.000198630696349504
"3220",3220,1.035981,147.48789,0.127084,0.378262,4e-06,181666.1,0.598128,0.000274,181562.9,0.597313,0.000276,183552.3,0.595066,0.00037,1.035981,147.48789,0.127084,0.378262,4e-06,182746.065862133,0.59680891106801,0.000279382134898187,183019.210670842,0.59663485565592,0.00028816665050473,2.02830865103824e-14,0.239431660051429,0.000513029530009346
"3221",3221,1.626282,147.24363,0.17021,0.37467,6e-05,18127.32,0.583593,8.3e-05,17138.47,0.576008,9.5e-05,0,0.148189,0.001354,1.626282,147.24363,0.17021,0.37467,6e-05,15222.6909857673,0.565479869123066,0.000125486262271871,7388.95971119884,0.536368294846234,0.000200515757392342,1.05490241219626e-29,0.049355011113472,0.000143898594859396
"3222",3222,1.555743,66.71185,0.390649,0.265075,7e-06,138984.3,0.595377,0.000282,138659,0.593314,0.000284,137071.5,0.587024,0.000306,1.555743,66.71185,0.390649,0.265075,7e-06,136177.279567838,0.591005067194232,0.000285668850533799,135604.219179618,0.588818326373632,0.0002921041259135,134569.494066259,0.584987214076421,0.000330375354770399
"3223",3223,2.158198,118.18577,0.22093,0.094681,4.5e-05,40530.89,0.593886,9.4e-05,40333.74,0.591397,9.7e-05,39051.11,0.581168,0.000179,2.158198,118.18577,0.22093,0.094681,4.5e-05,40264.0912423948,0.589129519009708,0.000102297196715621,40021.2092286621,0.586894673041525,0.000116245228272351,0.0271886343203115,0.580316774120341,0.000745689263094585
"3224",3224,2.057505,134.61537,0.191748,0.049179,5e-05,36713.38,0.593992,8.5e-05,36522.89,0.591564,8.8e-05,31823.03,0.569925,0.00029,2.057505,134.61537,0.191748,0.049179,5e-05,35948.7498400794,0.589237104670672,9.41647210757957e-05,35687.7261995658,0.586697291204145,0.000114390830146466,1.62445322968682e-32,0.100179466358223,0.000956447455023526
"3225",3225,1.979586,136.4632,0.2154,0.13074,7.3e-05,21776.02,0.588601,7.2e-05,21339.87,0.583975,7.8e-05,22300.37,0.59851,8.9e-05,1.979586,136.4632,0.2154,0.13074,7.3e-05,20799.4888228733,0.578773823153372,9.34989348936546e-05,18962.9471643131,0.568564525753256,0.000142673848579995,1.87377302975674e-37,0.0660060436248258,0.000238010494663588
"3226",3226,1.411724,101.14051,0.367221,0.390712,2e-06,382550.7,0.599504,0.000412,382531.7,0.599246,0.000412,382544.2,0.598762,0.000413,1.411724,101.14051,0.367221,0.390712,2e-06,398413.775066402,0.599093526719805,0.000420290911497859,398410.898481096,0.598943118796209,0.000420590907914869,398346.640997419,0.598552300842155,0.000420844327140182
"3227",3227,1.732512,43.66468,0.273882,0.351448,7.2e-05,13807.51,0.552645,0.00014,13233.27,0.545511,0.00014,10294.07,0.515976,0.000174,1.732512,43.66468,0.273882,0.351448,7.2e-05,12620.9998894543,0.537727800392025,0.000144735054411307,11697.784435114,0.528360347996628,0.000154537568968378,8400.48162106641,0.499275328542077,0.000210356139683311
"3228",3228,1.733006,70.3895,0.34239,0.020933,7.7e-05,16824.79,0.573124,9.9e-05,16117.67,0.565648,0.000104,11620.05,0.533643,0.000157,1.733006,70.3895,0.34239,0.020933,7.7e-05,15119.6049417821,0.557393695316856,0.00011156652241618,13808.9253722805,0.547703570515575,0.000126304236049096,6982.42779546576,0.508920673838143,0.000219262625402557
"3229",3229,1.624408,55.29563,0.246606,0.273641,8.5e-05,11678.41,0.55586,0.000122,11043.34,0.547894,0.000122,7722.442,0.514749,0.00017,1.624408,55.29563,0.246606,0.273641,8.5e-05,10275.8854767932,0.53926638377377,0.000127451349637042,9246.67082040297,0.528829233413078,0.000140864491835156,4748.90159276406,0.489245389295931,0.000232940434966137
"3230",3230,0.866046,80.01572,0.215379,0.225843,5.4e-05,7494.782,0.550801,0.000171,6477.467,0.541223,0.000155,0,0.16742,0.000593,0.866046,80.01572,0.215379,0.225843,5.4e-05,5191.0766049264,0.530375792475991,0.000143853377112122,4489.03920466764,0.524386569332125,0.000137828773713127,8.82281396490496e-32,0.12899251852414,0.00038893356217308
"3231",3231,1.768539,110.62282,0.354488,0.247828,9.2e-05,11575.26,0.574417,7.7e-05,10492.8,0.564374,8.4e-05,0.015503,0.597891,9.6e-05,1.768539,110.62282,0.354488,0.247828,9.2e-05,8943.8663778044,0.552754917686911,9.64887292970688e-05,5863.29902085311,0.534271852793531,0.000128281761944219,5.14131901369352e-44,0.272581644341775,0.000935626344629795
"3232",3232,1.116255,96.32816,0.249823,0.22221,3e-05,22438.7,0.574803,0.000136,20822.12,0.566236,0.000145,953.8054,0.512516,0.000294,1.116255,96.32816,0.249823,0.22221,3e-05,18552.3212702561,0.556469240534896,0.00016292284955489,14277.1675431375,0.542318540398591,0.000201755716394663,1.229999678568e-24,0.261285741558356,0.000564715382539
"3233",3233,0.625424,57.72562,0.347146,0.165362,3.7e-05,0,0.126045,0.000318,0,0.119217,0.000271,0,0.078503,0.000175,0.625424,57.72562,0.347146,0.165362,3.7e-05,2.29218743945531e-56,0.119140853466183,0.000241164593573658,2.65897387586661e-57,0.10478091125981,0.000208554640977386,2.98770243052833e-58,0.0768832728343536,0.000163627373974825
"3234",3234,1.669486,137.6763,0.34464,0.297097,4.8e-05,21335.36,0.585067,8.5e-05,20349.7,0.578537,9.4e-05,0,0.265907,0.00013,1.669486,137.6763,0.34464,0.297097,4.8e-05,18420.7798036086,0.569613317322211,0.000116799037381035,10557.1402625225,0.549367222995095,0.000182044894337237,6.63152511154038e-63,0.0585400668174934,0.00020981635491949
"3235",3235,2.101474,67.73766,0.397222,0.129345,2.2e-05,71084.54,0.593479,0.000167,70822.37,0.590798,0.000169,69551.53,0.582692,0.000192,2.101474,67.73766,0.397222,0.129345,2.2e-05,70433.3650194393,0.588050020299532,0.000172478061740057,69999.6854023912,0.585327664517724,0.000179240049918663,68954.8531584927,0.579809410461781,0.000220492103762682
"3236",3236,1.866186,111.80718,0.19524,0.294627,6.7e-05,19782.07,0.582907,8.6e-05,19086.55,0.576391,9.4e-05,7154.571,0.521841,0.000232,1.866186,111.80718,0.19524,0.294627,6.7e-05,18089.5259139486,0.568861584900601,0.00011049346404336,15966.0518187029,0.557315961199414,0.000148097911853884,1.6673332827678e-16,0.265813442713698,0.00046710743952024
"3237",3237,0.894665,49.50093,0.121833,0.264342,8.8e-05,5424.425,0.530637,0.000189,5262.297,0.527309,0.00017,0,0.27545,0.00188,0.894665,49.50093,0.121833,0.264342,8.8e-05,5164.66685993888,0.525729338058675,0.000160163700295199,5052.29542093861,0.523867406674345,0.000200180991795943,1.50006998509136e-09,0.175935604358221,0.000410580902233982
"3238",3238,1.6675,55.41303,0.257554,0.027439,1.7e-05,83089.71,0.591633,0.000217,82731.19,0.588444,0.000221,81030.1,0.578893,0.000248,1.6675,55.41303,0.257554,0.027439,1.7e-05,81225.4005761733,0.585009083705585,0.000224684204180717,80636.4094723688,0.581742964179022,0.000233198776992452,79332.0786795975,0.575753686173041,0.000272534228194648
"3239",3239,1.301296,149.63944,0.281282,0.097419,5.6e-05,15824.03,0.581192,8.3e-05,14303.96,0.571482,9.6e-05,0,0.087331,0.000201,1.301296,149.63944,0.281282,0.097419,5.6e-05,11342.4229033721,0.557858445608495,0.000124905202050107,0.103570258230251,0.538023786945158,0.000287263736277263,2.784294794525e-51,0.0505433780618122,0.000130457487331431
"3240",3240,0.986075,69.13458,0.334856,0.024133,4.2e-05,12246.35,0.556035,0.000148,11010.96,0.547503,0.000146,0.030577,0.498586,0.000219,0.986075,69.13458,0.334856,0.024133,4.2e-05,9484.01704942022,0.538287977969379,0.000152376452533692,7519.65087492365,0.527901440898498,0.000173128203760749,2.16542539395803e-26,0.599571750396809,0.000281510836938681
"3241",3241,1.922551,31.10765,0.373181,0.270426,6.5e-05,17815.23,0.552217,0.000159,17324.73,0.545831,0.00016,14999.57,0.521228,0.00018,1.922551,31.10765,0.373181,0.270426,6.5e-05,16630.763518589,0.538540990043804,0.000162862646638923,15880.4174519085,0.53049914374262,0.000169069199802238,13595.1218318498,0.509228652069999,0.000197340542740586
"3242",3242,1.454635,39.25606,0.371155,0.375937,3.9e-05,17465.13,0.549912,0.000179,16674.48,0.543246,0.000179,12379.55,0.513925,0.000212,1.454635,39.25606,0.371155,0.375937,3.9e-05,15672.5580715586,0.535427116508291,0.000183597320092535,14313.2815423358,0.525996790745105,0.000193491899475335,9423.95978429364,0.497172752774457,0.00024615639674782
"3243",3243,0.630793,147.14711,0.312489,0.300578,7.8e-05,0,0.148776,0.001272,0,0.118577,0.00016,0,0.055102,8e-05,0.630793,147.14711,0.312489,0.300578,7.8e-05,3.90721668630344e-56,0.1017695702657,9.28325857470004e-05,5.45439504501424e-57,0.0857231536518978,8.88372983670974e-05,1.41426277236882e-58,0.0403841600595292,7.57110749450051e-05
"3244",3244,1.619577,59.809,0.175485,0.217453,8.4e-05,13524.68,0.561933,0.000118,12864.64,0.553769,0.00012,9416.558,0.521203,0.000171,1.619577,59.809,0.175485,0.217453,8.4e-05,12010.9452397501,0.54506050968628,0.000126301021791217,10956.4353353682,0.534894147603095,0.000140562043763389,6514.14396341249,0.498141997565444,0.000233199206711106
"3245",3245,0.595092,122.14316,0.14091,0.376439,8.3e-05,3583.546,0.576716,0.000362,0,0.127085,0.000278,0,0.057042,0.000117,0.595092,122.14316,0.14091,0.376439,8.3e-05,9.58430075251073e-23,0.103278686823375,0.000133033881917386,2.12132084141166e-23,0.0867243864202766,0.000122254887604541,1.51267951768434e-24,0.0432922621994874,0.000110414600455176
"3246",3246,2.050999,85.30386,0.396025,0.198096,5.2e-05,27142.85,0.585017,0.000101,26568.36,0.57972,0.000105,22093.94,0.556203,0.000174,2.050999,85.30386,0.396025,0.198096,5.2e-05,25575.113625265,0.573676147629619,0.000114590172241732,24324.6247595531,0.566606367454553,0.000132800460533492,9045.32050832221,0.52747887559638,0.000279702881448397
"3247",3247,0.962138,92.47855,0.3026,0.18954,4.8e-05,8762.221,0.558471,0.00014,7261.42,0.547881,0.000132,0,0.206707,0.001374,0.962138,92.47855,0.3026,0.18954,4.8e-05,5346.52513595987,0.536199949320563,0.000136858412772868,3265.95771738537,0.525412397726408,0.000131750517461189,6.12521578379488e-50,0.127762821908939,0.000450311308737004
